Company,Date,URL,Text,Text Hash,Sentiment
Infosys,2024-06-29 02:42:20+00:00,https://economictimes.indiatimes.com/markets/stocks/news/fidelity-funds-sell-rs-1788-cr-hcl-tech-shares/articleshow/111354341.cms,"Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price
Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Price, Infosys Share Price, Wipro Share Price, NTPC Share Price",c1b6c2ad7948aa065576e848444f7a47,0.9719
Infosys,2024-07-18 12:28:20+00:00,https://finance.yahoo.com/news/indias-infosys-beats-profit-estimates-122820208.html,"Indian IT giant Infosys raised its annual revenue guidance Thursday after reporting a 7.1 percent on-year rise in net profit for the June quarter, signalling a gradual revival in client spending.
Infosys is India's second largest software services exporter and earns more than 80 percent of its revenue from Western markets.
Infosys bumped constant-currency revenue guidance for the current financial year to 3-4 percent, up from an earlier forecast of 1-3 percent.
Parekh added that Infosys was seeing ""early signs of improvement"" for its financial services arm in the United States.
Part of India's $254-billion IT sector, Infosys saw a pandemic-fuelled demand boom followed by a quick slowdown in growth when inflation and global uncertainty prompted Western customers to cut back on tech spending.
Infosys, which has over 300,000 employees, upset markets last year after temporarily halting campus hiring in light of reduced client demand.
Despite its upbeat assessment of returning client demand, Infosys still ended the June quarter with nearly 2,000 fewer employees.
Shares in Infosys ended 1.85 percent higher at the close of trading in Mumbai on Thursday ahead of the earnings announcement.",1c4bca4d47b4bd4de7e1a6dbbc5a05b3,0.5994
Infosys,2024-07-12 05:46:46+00:00,https://finance.yahoo.com/news/indias-tcs-jumps-q1-results-054646084.html,"Around five analysts have upgraded their rating ""buy"" from ""hold"". The company's peer Infosys is also rated ""buy"", on average, while Wipro is rated ""hold"".
TCS' price-to-earnings (P/E) ratio (last 12 months) of 30.43x is higher than rivals Infosys, Wipro and HCLTech, which traded at a P/E of 25.5x-26.2x, as per LSEG estimates.",9f6ffa6a75270d8397e833e0163121b8,0.0
Infosys,2024-07-04 12:53:32+00:00,https://time.com/6995083/rishi-sunak-wife-akshata-murty-net-worth-estimations/,"Murty’s father, N.R. Narayana Murthy, is worth approximately $4.7 billion according to Forbes, making him the 669th richest person in the world, per the publication’s real-time estimations on July 4. His wealth comes from his role as co-founder of the Indian tech company Infosys, which provides business consulting and information technology services.",74f458a95f4bf04d91d8ec868674d4cb,0.8176
Infosys,2024-07-15 04:19:23+00:00,https://www.channelnewsasia.com/business/indias-hcltech-gains-growth-outlook-demand-recovery-hopes-4480321,"Larger rival Tata Consultancy Services, which reported last week, also signalled early signs of revival for the IT sector, grappling with sluggish demand. Another larger peer Infosys will report quarterly results later this week.
HCLTech is trading at a price-to-earnings ratio of 26.5x (last 12 months), trailing larger rivals TCS and Infosys, which are at 32.5x and 27.04x, respectively.",3c7b344f618fa58e63191cdfb51b4e95,-0.2023
Infosys,2024-07-15 04:03:53+00:00,https://www.yahoo.com/news/heat-wave-elections-india-create-013000041.html,"The AI boom should also fuel demand for services offered by Indian IT exporters Infosys Ltd. and Wipro Ltd. Sector leader Tata Consultancy Services Ltd. on Thursday reported profit that met analysts’ estimates, signaling corporations are gradually resuming spending on projects.
Infosys (INFO IN) first-quarter net income will likely find support from higher revenues across segments, estimates show, even though financial industry revenue fell slightly. Emerging technologies make up more than 60% of its total sales, but the Indian IT company’s near-term growth is likely to remain pressured by weak enterprise IT spending, Bloomberg Intelligence said.",293a7594e7d46c8733eed74371987daf,0.5994
Infosys,2024-07-18 14:56:39+00:00,https://www.thehindubusinessline.com/portfolio/infosys-q1-results-why-an-analysis-of-numbers-douses-the-excitement-around-results/article68418600.ece,"Caught in the slugfest between the bulls and the bears in the last two years from July 2022 to July 2024, the shares of Infosys have moved up and down umpteen times. In the process, shares have managed to eke out 18 per cent gain in this period (aided by the 7 per cent upmove in the last five trading days), yet widely underperforming the Nifty 50, which is up nearly 50 per cent in the same period. However, on one metric the stock is exactly where it was two years ago – trailing PE valuation. Mid-July 2022, Infosys traded at a PE of 27 times. Today, it trades exactly at the same level, at 27 times. The inference we can make from the stock’s underperformance in the last two years is that, investors overpaid then (bl.portfolio had warned of this in reviews of quarterly results). The inference we can make from stock’s valuation today is that investors are overpaying even more! Here’s why.
Two years ago, when Infosys delivered Q1 FY23 results, the company reported year-on-year constant currency (CC) revenue growth of 21.4 per cent. Today, in its Q1 FY25 results, Infosys reported CC revenue growth of 2.5 per cent. Notice the enormous divide between growth two years ago and now? Yet company trades at the same trailing PE! Even when you consider valuation on a forward basis, Infosys forward PE in mid-July 2022 was 25 times, while it is 26.8 times today.
Considering these, while there might be a lot of buzz following Infosys results given the beat in revenue/earnings and increase in guidance, digging through the details, there is not much to get excited about. Management guidance apart, marginal reduction in headcount during the quarter (0.5 per cent), continuing weakness in North America (year-on-year CC revenue declined 1.2 per cent) imply a swift turnaround is unlikely. Further possibility of US recession, means investors must seek value before buying stocks like Infosys.
At bl.portfolio, we had recommended investors to book profits in Infosys in June 2021, when the stock was trading at ₹1,385. Since then Infosys has underperformed the Nifty 50, with 27 per cent returns compared with Nifty 50’s 60 per cent returns. As mentioned above, currently investors need to reconcile the logic of paying the same 27 times valuation for a low-growth stock compared with 27 times two years ago for a high-growth stock. When this exercise is done, the inference will be clear that the shares of Infosys are not attractive, although it might be a high-quality company. Hence, we recommend that investors wait for cheaper valuations before considering the stock for investment.  It would also be worth noting that in the earlier decade, when growth was this low, Infosys used to trade at a trailing PE of 15 times.",25c45080cebb83dc648c7a01cf9579e6,0.9872
Infosys,2024-07-01 17:18:20+00:00,https://www.investing.com/news/company-news/infosys-shares-get-price-target-boost-on-future-revenue-growth-prospects-93CH-3504154,"On Monday, Goldman Sachs updated its outlook on shares of  Infosys  (NS:INFY) Ltd. (INFO:IN) (NYSE: INFY), increasing the price target to INR1,680.00 from INR1,650.00. The firm maintained a Buy rating on the shares of the global consulting and IT services major. The revision reflects a more optimistic stance regarding the company's future revenue growth prospects.
The adjustment comes amid Infosys's recent challenges with revenue. Despite these difficulties, Goldman Sachs anticipates an improvement, projecting a revenue growth of 4% for the fiscal year 2025, which surpasses the company's own forecast of 1%-3%. This expectation is underpinned by strong deal wins that are likely to escalate in the near future.
Goldman Sachs also noted that Infosys's stock is currently trading at roughly a 4% discount compared to the broader sector. Still, the firm expects this gap to close as the demand for Infosys's services recovers. This optimism is set against a backdrop where valuations have been rolled forward by three months, despite a slight downward revision of revenue and EPS estimates for the fiscal years 2025 to 2027 by up to 1%.
The updated price target also translates to an American Depositary Receipt (ADR) price of $20.1, a slight increase from the previous target of $19.8. The new target and the maintained Buy rating suggest that Goldman Sachs sees a favorable outlook for Infosys, with expectations of performance improvement and narrowing valuation discounts in relation to the sector.
In other recent news, Infosys Limited, the global consulting and IT services corporation, has been active in making strategic moves and addressing regulatory matters. The company announced a settlement with the Securities and Exchange Board of India (SEBI), pertaining to an undisclosed issue involving CEO Mr. Salil Parekh.
While the specifics of the settlement were not revealed, it represents a significant development in Infosys' ongoing efforts to strengthen its governance and compliance frameworks.
Infosys has also been expanding its strategic partnerships. Recently, the company announced a new collaboration, the details of which were not disclosed. This step aligns with Infosys' ongoing efforts to enhance its service portfolio and deliver innovative solutions to its global clientele.
Moreover, Infosys expanded its existing partnership with Liberty Global (NASDAQ:LBTYA), aiming to enhance digital entertainment experiences through the integration of artificial intelligence.
The company also provided updates on its financial performance for the quarter ended June 30, 2023. While specific figures regarding revenue, profit, or growth were not provided, the financial results were disclosed in accordance with International Financial Reporting Standards (IFRS) and Indian Accounting Standards (Ind-AS). These recent developments highlight Infosys' commitment to maintaining transparency with its investors and the public.
As investors consider Goldman Sachs' optimistic outlook on Infosys Ltd. (INFY), current data from InvestingPro provides a comprehensive picture of the company's financial health and market performance. Infosys boasts a substantial market capitalization of $78.93 billion, reflecting its significant presence in the IT services sector.
While the company trades at a high Price/Earnings (P/E) ratio of 24.97, indicating a premium valuation relative to near-term earnings growth, its stable dividend growth history is noteworthy. Infosys has successfully raised its dividend for three consecutive years and has maintained dividend payments for 25 consecutive years, signaling a strong commitment to shareholder returns.
InvestingPro data also highlights a modest revenue growth of 1.92% over the last twelve months as of Q4 2024, with a solid gross profit margin of 29.45%. These figures suggest efficient operations and a robust business model. Moreover, Infosys's low price volatility aligns with Goldman Sachs' view on the stock's potential for a steady upward trajectory in the market.
To delve deeper into Infosys's performance and gain further insights, consider exploring additional InvestingPro Tips. There are 14 more tips available, which could provide valuable guidance for your investment decisions. For those interested in a subscription, use the coupon code PRONEWS24 to get up to 10% off a yearly Pro and a yearly or biyearly Pro+ subscription, unlocking a wealth of expert analysis and real-time data.",af8ae3d0b7fc880b3652e9761b036a0d,0.9985
Infosys,2024-07-19 09:21:21+00:00,https://www.investing.com/news/company-news/infosys-shares-target-raised-by-goldman-on-improved-demand-93CH-3526530,"On Friday, Goldman Sachs adjusted its outlook on  Infosys  Ltd (NYSE: NS:INFY) shares, enhancing the price target to INR1,870.00, up from the previous INR1,680.00, while reaffirming a Buy rating on the stock. 
The revision follows Infosys' first-quarter financial year 2025 results, which revealed a quarterly revenue growth of 3.6%, or 3.1% after adjusting for one-off items. This performance surpassed the expectations set by Goldman Sachs and the consensus, which were 1.5% and 2%, respectively.
The company's recent financial outcomes indicate an uptick in the demand environment, which is anticipated to boost revenue growth for Infosys and the sector by approximately 400 basis points in FY25 compared to FY24. 
The report highlighted that all four India IT coverage companies exceeded revenue projections. Despite ongoing pressure on discretionary spending, as noted by Infosys and its peers, the company achieved broad-based revenue growth in the first quarter.
Goldman Sachs also pointed out the robust number of large deal wins for Infosys, marking a record in terms of quantity. These deals are expected to continue contributing to the company's revenue growth moving forward.
Goldman Sachs' positive stance is further supported by the belief that these large deal wins will sustain the revenue momentum for Infosys. The firm's analysis suggests that the improving demand environment, coupled with strong deal wins, positions Infosys favorably for the upcoming financial year.
In other recent news, Infosys Ltd. has been the subject of several significant developments. CLSA raised its price target for the company to INR1,747.00, following a reported quarterly constant currency revenue growth of 3.6%, surpassing the estimated 2.5%. This positive performance, along with substantial deal wins and the strategic acquisition of Intech, prompted Infosys to revise its revenue growth forecast for fiscal year 2025 to a range of 3%-4%.
Infosys also reported an Earnings Before Interest and Taxes (EBIT) margin of 21.1%, resulting in a 3% EBIT level outperformance compared to consensus figures. Following these results, CLSA adjusted its Earnings Per Share (EPS) estimates for Infosys upwards for the fiscal years 2025-2027.
In addition, Infosys announced a strategic partnership with Sector Alarm (NASDAQ:ALRM) to modernize the latter's enterprise systems using cloud technology. Infosys' CEO, Mr. Salil Parekh, also reached a settlement with the Securities and Exchange Board of India, though the specifics of the settlement remain undisclosed. These are recent developments and investors are advised to watch for further announcements from Infosys to gain a clearer understanding of these situations.
Following Goldman Sachs' upbeat assessment of Infosys Ltd (NYSE: INFY), InvestingPro data provides additional context to the company's financial health and market position. Infosys boasts a robust market capitalization of $89.73 billion, underscoring its significant presence in the IT services industry. The company's P/E ratio stands at 28.23, reflecting investor confidence in its earnings capacity, albeit suggesting a premium valuation relative to near-term earnings growth. Additionally, Infosys' revenue for the last twelve months as of Q4 2024 is reported at $18.56 billion, with a modest revenue growth rate of 1.92%, indicating steady business expansion.
From a shareholder's perspective, Infosys has a track record of rewarding investors, having raised its dividend for 3 consecutive years and maintained dividend payments for 25 consecutive years. This consistency is a testament to the company's financial stability and commitment to returning value to its shareholders. Moreover, the company's dividend yield stands at 2.6%, which is competitive in the current market environment.
InvestingPro Tips highlight that Infosys is a prominent player in the IT Services industry and operates with a moderate level of debt, suggesting a balanced approach to leveraging and financial management. Additionally, while some analysts have revised their earnings expectations downwards for the upcoming period, Infosys' cash flows are strong enough to sufficiently cover interest payments, indicating a healthy financial state.
For investors looking to delve deeper into Infosys' performance and gain access to exclusive market insights, InvestingPro offers additional tips. Use the coupon code PRONEWS24 to get up to 10% off a yearly Pro and a yearly or biyearly Pro+ subscription, and discover the full scope of InvestingPro's analysis, including 18 more InvestingPro Tips for Infosys at https://www.investing.com/pro/INFY.",804a5318ab9c405272a04e287e3706b2,0.9985
Infosys,2024-07-03 12:18:45+00:00,https://www.etfdailynews.com/2024/07/03/naviter-wealth-llc-increases-holdings-in-infosys-limited-nyseinfy/,"Naviter Wealth LLC increased its stake in Infosys Limited (NYSE:INFY – Free Report) by 13.5% in the 1st quarter, Holdings Channel.com reports. The firm owned 75,779 shares of the technology company’s stock after buying an additional 9,027 shares during the quarter. Naviter Wealth LLC’s holdings in Infosys were worth $1,359,000 as of its most recent filing with the SEC. 
Several other hedge funds also recently made changes to their positions in the stock. Envestnet Asset Management Inc. boosted its stake in Infosys by 17.5% during the third quarter. Envestnet Asset Management Inc. now owns 536,948 shares of the technology company’s stock valued at $9,187,000 after buying an additional 80,104 shares during the period. Mariner LLC boosted its stake in Infosys by 43.7% during the third quarter. Mariner LLC now owns 50,218 shares of the technology company’s stock valued at $859,000 after buying an additional 15,283 shares during the period. Northern Trust Corp boosted its stake in Infosys by 69.7% during the third quarter. Northern Trust Corp now owns 1,956,038 shares of the technology company’s stock valued at $33,468,000 after buying an additional 803,582 shares during the period. Natixis Advisors L.P. boosted its stake in Infosys by 28.3% during the third quarter. Natixis Advisors L.P. now owns 164,121 shares of the technology company’s stock valued at $2,808,000 after buying an additional 36,210 shares during the period. Finally, AQR Capital Management LLC boosted its stake in Infosys by 33.5% during the third quarter. AQR Capital Management LLC now owns 425,253 shares of the technology company’s stock valued at $7,276,000 after buying an additional 106,729 shares during the period. 10.89% of the stock is currently owned by hedge funds and other institutional investors. 
Shares of NYSE:INFY opened at $19.23 on Wednesday. Infosys Limited has a 1 year low of $15.33 and a 1 year high of $20.74. The company has a market cap of $79.61 billion, a PE ratio of 25.30, a P/E/G ratio of 3.43 and a beta of 0.98. The stock’s 50-day moving average is $17.41 and its 200 day moving average is $18.43. 






Want More Great Investing Ideas?

10 Stocks to Sell NOW!
3 Stocks to DOUBLE This Year
The 10 Best Stocks to Own in 2023
7 Stocks to Buy and Hold Forever



Infosys (NYSE:INFY – Get Free Report) last announced its quarterly earnings results on Thursday, April 18th. The technology company reported $0.23 earnings per share (EPS) for the quarter, beating analysts’ consensus estimates of $0.17 by $0.06. Infosys had a return on equity of 32.33% and a net margin of 17.06%. The company had revenue of $4.56 billion for the quarter, compared to the consensus estimate of $4.49 billion. During the same quarter in the previous year, the business earned $0.18 EPS. Analysts expect that Infosys Limited will post 0.75 EPS for the current fiscal year. 
The company also recently announced a semi-annual dividend, which was paid on Friday, May 31st. Shareholders of record on Friday, May 31st were issued a dividend of $0.2035 per share. The ex-dividend date was Friday, May 31st. This represents a dividend yield of 1.4%. Infosys’s dividend payout ratio (DPR) is 38.16%. 
Several equities research analysts recently issued reports on the company. Guggenheim assumed coverage on Infosys in a research note on Tuesday, March 19th. They set a “neutral” rating and a $20.00 price objective for the company. StockNews.com lowered Infosys from a “buy” rating to a “hold” rating in a research note on Tuesday, March 19th. Susquehanna dropped their price target on Infosys from $15.00 to $14.00 and set a “negative” rating for the company in a research note on Friday, April 19th. BMO Capital Markets dropped their price target on Infosys from $21.00 to $18.00 and set a “market perform” rating for the company in a research note on Friday, April 19th. Finally, HSBC reaffirmed a “hold” rating and set a $20.10 price target on shares of Infosys in a research note on Friday, April 19th. One research analyst has rated the stock with a sell rating, five have given a hold rating and six have issued a buy rating to the company’s stock. Based on data from MarketBeat, Infosys presently has an average rating of “Hold” and a consensus price target of $19.27.
Get Our Latest Stock Analysis on Infosys
Infosys Limited, together with its subsidiaries, provides consulting, technology, outsourcing, and next-generation digital services in North America, Europe, India, and internationally. It provides digital marketing and digital workplace, digital commerce, digital experience and interactions, metaverse, data analytics and AI, applied AI, generative AI, sustainability, blockchain, engineering, Internet of Things, enterprise agile DevOps, application modernization, cloud, digital process automation, digital supply chain, Microsoft business application and cloud business, service experience transformation, energy transition, cyber security, and quality engineering solutions; Oracle, SAP, and Saleforce solutions; API economy and microservices; and Topaz, an AI-first set of services, solutions, and platforms using generative AI technologies.
Want to see what other hedge funds are holding INFY? Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Infosys Limited (NYSE:INFY – Free Report).
Receive News & Ratings for Infosys Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Infosys and related companies with MarketBeat.com's FREE daily email newsletter.",bb425735988d84c2825af74a74edc6e0,0.9982
